RiskPerformance,ExternalRiskEstimate,MSinceOldestTradeOpen,MSinceMostRecentTradeOpen,AverageMInFile,NumSatisfactoryTrades,NumTrades60Ever2DerogPubRec,NumTrades90Ever2DerogPubRec,PercentTradesNeverDelq,MSinceMostRecentDelq,MaxDelq2PublicRecLast12M,MaxDelqEver,NumTotalTrades,NumTradesOpeninLast12M,PercentInstallTrades,MSinceMostRecentInqexcl7days,NumInqLast6M,NetFractionRevolvingBurden,NumRevolvingTradesWBalance,NumInstallTradesWBalance,NumBank2NatlTradesWHighUtilization,PercentTradesWBalance,PrevDelq,RiskEst,TradesDelq,RevBalance/CreditLimit
Bad,61.0,188.0,10.0,90.0,21.0,2.0,0.0,76.0,0-9 months,30 days delinquent,60 days delinquent,25.0,1.0,28.0,No inquiries,5.0,60.0,4.0,1.0,0.0,86.0,Yes,High Risk,Yes,High
Good,75.0,140.0,7.0,56.0,21.0,0.0,0.0,100.0,No delinquencies,current and never delinquent,current and never delinquent,22.0,1.0,27.0,0-4 months,1.0,20.0,3.0,2.0,1.0,56.0,No,Low Risk,No,High
Bad,68.0,263.0,13.0,99.0,28.0,0.0,0.0,93.0,20-29 months,unknown delinquency,30 days delinquent,34.0,0.0,23.0,0-4 months,1.0,68.0,9.5,3.0,2.5,88.0,Yes,High Risk,Yes,High
Bad,65.0,77.0,6.0,50.0,2.0,1.0,1.0,72.5,50-59 months,unknown delinquency,120+ days delinquent,3.0,1.0,67.0,0-4 months,0.0,28.0,4.0,1.0,1.0,100.0,Yes,High Risk,Yes,High
Good,74.0,89.0,5.0,44.0,24.0,0.0,0.0,100.0,No delinquencies,current and never delinquent,current and never delinquent,24.0,2.0,33.0,5-9 months,0.0,26.0,5.0,3.0,1.0,62.0,No,Low Risk,No,High
Bad,70.0,116.0,12.0,62.0,14.0,2.0,1.0,83.0,10-19 months,unknown delinquency,90 days delinquent,18.0,0.0,17.0,0-4 months,2.0,70.0,5.0,1.0,2.0,88.0,Yes,High Risk,Yes,High
Bad,75.0,194.0,5.0,55.0,21.0,0.0,0.0,100.0,No delinquencies,current and never delinquent,current and never delinquent,10.0,4.0,14.0,No inquiries,1.0,42.0,9.0,1.0,0.0,69.0,No,Low Risk,No,High
Good,75.0,176.0,7.0,97.0,32.0,0.0,0.0,100.0,No delinquencies,current and never delinquent,current and never delinquent,34.0,3.0,21.0,No inquiries,0.0,17.0,9.0,2.0,1.0,67.0,No,Low Risk,No,Low
Bad,77.0,110.0,17.0,48.0,17.0,0.0,0.0,100.0,No delinquencies,current and never delinquent,current and never delinquent,18.0,0.0,39.0,0-4 months,2.0,22.0,4.0,3.0,0.0,64.0,No,Low Risk,No,High
Good,65.0,454.0,6.0,99.0,39.0,1.0,1.0,100.0,No delinquencies,unknown delinquency,current and never delinquent,39.0,1.0,46.0,0-4 months,4.0,27.0,8.0,6.0,1.0,88.0,No,High Risk,No,High
Good,80.0,391.0,16.0,136.0,16.0,0.0,0.0,100.0,No delinquencies,current and never delinquent,current and never delinquent,30.0,0.0,44.0,0-4 months,1.0,12.0,3.0,3.0,1.0,67.0,No,Low Risk,No,Low
Bad,60.0,110.0,25.0,53.0,1.0,1.0,0.0,72.5,0-9 months,30 days delinquent,60 days delinquent,4.0,0.0,67.0,0-4 months,5.0,28.0,4.0,2.0,1.0,66.0,Yes,High Risk,Yes,High
Bad,62.0,172.0,4.0,71.0,29.0,0.0,0.0,86.0,0-9 months,30 days delinquent,30 days delinquent,29.0,2.0,28.0,No inquiries,1.0,32.0,2.0,4.0,2.0,50.0,Yes,High Risk,Yes,High
Bad,64.0,116.0,8.0,62.0,7.0,1.0,0.0,72.5,60-69 months,unknown delinquency,60 days delinquent,9.0,1.0,22.0,0-4 months,4.0,93.0,5.0,2.0,2.5,100.0,Yes,High Risk,Yes,High
Good,79.0,180.0,7.0,99.0,26.0,0.0,0.0,100.0,No delinquencies,current and never delinquent,current and never delinquent,10.0,2.0,23.0,0-4 months,1.0,28.0,4.0,3.0,1.0,58.0,No,Low Risk,No,High
Bad,79.0,148.0,3.0,59.0,35.0,0.0,0.0,100.0,No delinquencies,current and never delinquent,current and never delinquent,35.0,1.0,54.0,0-4 months,0.0,0.0,1.0,1.0,0.0,22.0,No,Low Risk,No,Low
Bad,57.0,119.0,4.0,59.0,39.0,0.0,0.0,97.0,0-9 months,30 days delinquent,30 days delinquent,39.0,3.0,3.0,0-4 months,3.0,58.0,8.0,1.0,2.5,36.0,Yes,High Risk,Yes,High
Bad,66.0,283.0,3.0,95.0,16.0,0.0,0.0,75.0,10-19 months,30 days delinquent,30 days delinquent,16.0,2.0,38.0,0-4 months,4.0,34.0,3.0,1.0,1.0,57.0,Yes,High Risk,Yes,High
Good,84.0,317.0,2.0,132.0,26.0,0.0,0.0,100.0,No delinquencies,current and never delinquent,current and never delinquent,27.0,2.0,22.0,0-4 months,0.0,16.0,5.0,3.0,1.0,57.0,No,Low Risk,No,Low
Bad,65.0,209.0,10.0,103.0,12.0,2.5,2.6,81.0,40-49 months,unknown delinquency,derogatory comment,23.0,2.0,31.0,No inquiries,2.0,40.0,3.0,2.0,0.0,50.0,Yes,High Risk,Yes,High
Bad,66.0,239.0,4.0,91.0,32.0,1.0,1.0,88.0,20-29 months,unknown delinquency,derogatory comment,34.0,2.0,27.0,No inquiries,1.0,91.0,7.0,2.0,2.5,58.0,Yes,High Risk,Yes,High
Bad,62.0,93.0,3.0,33.0,21.0,0.0,0.0,86.0,0-9 months,30 days delinquent,30 days delinquent,21.0,3.0,76.0,0-4 months,1.0,53.0,2.0,6.0,1.0,73.0,Yes,High Risk,Yes,High
Bad,56.0,135.0,12.0,74.0,34.0,1.0,0.0,91.0,0-9 months,30 days delinquent,60 days delinquent,35.0,0.0,20.0,0-4 months,5.0,55.0,8.0,3.0,2.5,61.0,Yes,High Risk,Yes,High
Bad,66.0,314.0,7.0,96.0,34.0,0.0,0.0,78.0,20-29 months,unknown delinquency,30 days delinquent,41.0,1.0,56.0,0-4 months,4.0,49.0,3.0,6.0,1.0,71.0,Yes,High Risk,Yes,High
Bad,80.0,96.0,4.0,49.0,25.0,0.0,0.0,100.0,No delinquencies,current and never delinquent,current and never delinquent,25.0,3.0,32.0,0-4 months,1.0,3.0,6.0,3.0,0.0,64.0,No,Low Risk,No,Low
Good,75.0,257.0,25.5,124.0,4.0,0.0,0.0,75.0,10-19 months,unknown delinquency,30 days delinquent,4.0,0.0,75.0,0-4 months,0.0,14.0,1.0,2.0,1.0,100.0,Yes,Low Risk,Yes,Low
Bad,68.0,210.0,3.0,68.0,25.0,0.0,0.0,100.0,No delinquencies,current and never delinquent,current and never delinquent,26.0,3.0,31.0,0-4 months,2.0,65.0,8.0,2.0,2.5,67.0,No,High Risk,No,High
Good,86.0,333.0,6.0,93.0,32.0,0.0,0.0,100.0,No delinquencies,current and never delinquent,current and never delinquent,32.0,3.0,22.0,0-4 months,0.0,6.0,6.0,2.0,0.0,44.0,No,Low Risk,No,Low
Bad,70.0,454.0,4.0,55.0,18.0,1.0,0.0,89.0,10-19 months,30 days delinquent,60 days delinquent,0.0,2.0,37.0,No inquiries,2.0,28.0,2.0,3.0,0.0,71.0,Yes,High Risk,Yes,High
Bad,67.0,233.0,12.0,66.0,13.0,1.0,0.0,87.0,10-19 months,30 days delinquent,60 days delinquent,15.0,0.0,67.0,0-4 months,1.0,33.0,3.0,2.0,1.0,83.0,Yes,High Risk,Yes,High
Good,81.0,262.0,2.0,98.0,22.0,0.0,0.0,100.0,No delinquencies,current and never delinquent,current and never delinquent,23.0,1.0,17.0,0-4 months,1.0,8.0,5.0,2.0,1.0,50.0,No,Low Risk,No,Low
Good,74.0,77.0,1.0,35.0,15.0,0.0,0.0,100.0,No delinquencies,current and never delinquent,current and never delinquent,16.0,4.0,50.0,No inquiries,0.0,47.0,4.0,3.0,1.0,88.0,No,Low Risk,No,High
Bad,73.0,201.0,4.0,59.0,9.0,0.0,0.0,100.0,No delinquencies,current and never delinquent,current and never delinquent,9.0,4.0,33.0,0-4 months,4.0,38.0,4.0,2.0,2.0,86.0,No,Low Risk,No,High
Good,80.0,153.0,2.0,47.0,31.0,0.0,0.0,100.0,No delinquencies,current and never delinquent,current and never delinquent,34.0,5.0,55.0,0-4 months,2.0,1.0,1.0,4.0,0.0,45.0,No,Low Risk,No,Low
Good,77.0,180.0,1.0,37.0,12.0,0.0,0.0,100.0,No delinquencies,current and never delinquent,current and never delinquent,14.0,4.0,29.0,0-4 months,2.0,22.0,4.0,3.0,1.0,64.0,No,Low Risk,No,High
Good,67.0,404.0,19.0,133.0,17.0,0.0,0.0,100.0,No delinquencies,current and never delinquent,current and never delinquent,18.0,0.0,50.0,0-4 months,1.0,81.0,4.0,3.0,2.5,100.0,No,High Risk,No,High
Good,75.0,131.0,1.0,72.0,48.0,1.0,0.0,98.0,50-59 months,unknown delinquency,60 days delinquent,53.0,3.0,13.0,5-9 months,0.0,4.0,4.0,2.0,0.0,38.0,Yes,Low Risk,Yes,Low
Bad,56.0,137.0,4.0,65.0,38.0,1.0,0.0,80.0,0-9 months,30 days delinquent,60 days delinquent,41.0,2.0,27.0,0-4 months,1.0,64.0,7.0,2.0,2.0,69.0,Yes,High Risk,Yes,High
Good,89.0,118.0,5.0,56.0,9.0,0.0,0.0,100.0,No delinquencies,current and never delinquent,current and never delinquent,9.0,1.0,22.0,5-9 months,0.0,0.0,1.0,2.0,0.0,17.0,No,Low Risk,No,Low
Bad,61.0,246.0,20.0,95.0,18.0,2.0,2.0,86.0,10-19 months,30 days delinquent,90 days delinquent,21.0,0.0,38.0,0-4 months,1.0,62.0,5.0,1.0,2.0,88.0,Yes,High Risk,Yes,High
Good,68.0,126.0,6.0,50.0,18.0,0.0,0.0,94.0,50-59 months,unknown delinquency,30 days delinquent,9.0,3.0,44.0,0-4 months,3.0,41.0,4.0,6.0,1.0,79.0,Yes,High Risk,Yes,High
Bad,68.0,122.0,1.0,45.0,17.0,0.0,0.0,89.0,No Usable/Valid,unknown delinquency,30 days delinquent,18.0,2.0,33.0,No inquiries,0.0,62.0,3.0,1.0,1.0,36.0,Yes,High Risk,Yes,High
Bad,72.0,136.0,13.0,74.0,3.0,1.0,1.0,75.0,20-29 months,unknown delinquency,30 days delinquent,4.0,0.0,25.0,0-4 months,3.0,0.0,0.0,2.0,0.0,0.5,Yes,Low Risk,Yes,Low
Bad,61.0,82.0,2.0,44.0,24.0,0.0,0.0,100.0,No delinquencies,current and never delinquent,current and never delinquent,27.0,1.0,12.0,0-4 months,5.0,82.0,6.0,2.0,2.5,73.0,No,High Risk,No,High
Good,61.0,344.0,8.0,116.0,41.0,0.0,0.0,98.0,10-19 months,unknown delinquency,30 days delinquent,41.0,1.0,20.0,0-4 months,5.0,54.0,9.5,2.0,2.5,67.0,Yes,High Risk,Yes,High
Bad,66.0,105.0,6.0,41.0,13.0,0.0,0.0,85.0,0-9 months,30 days delinquent,30 days delinquent,13.0,3.0,54.0,0-4 months,2.0,36.0,1.0,3.0,0.0,80.0,Yes,High Risk,Yes,High
Good,81.0,297.0,25.5,117.0,4.0,0.0,0.0,100.0,No delinquencies,current and never delinquent,current and never delinquent,5.0,0.0,40.0,no “hard” inquiries,0.0,28.0,4.0,1.0,1.0,100.0,No,Low Risk,No,High
Good,70.0,411.0,3.0,95.0,48.0,0.0,0.0,99.0,60-69 months,unknown delinquency,30 days delinquent,53.0,5.0,12.0,0-4 months,1.0,23.0,8.0,2.0,2.0,37.0,Yes,High Risk,Yes,High
Good,91.0,446.0,18.0,153.0,12.0,0.0,0.0,100.0,No delinquencies,current and never delinquent,current and never delinquent,12.0,0.0,33.0,0-4 months,0.0,4.0,1.0,2.0,0.0,20.0,No,Low Risk,No,Low
Good,75.0,300.0,2.0,73.0,48.0,0.0,0.0,98.0,70-79 months,unknown delinquency,30 days delinquent,53.0,7.5,29.0,0-4 months,1.0,19.0,7.0,6.0,2.0,71.0,Yes,Low Risk,Yes,Low
Bad,64.0,107.0,6.0,38.0,10.0,2.0,2.0,83.0,40-49 months,unknown delinquency,derogatory comment,12.0,4.0,25.0,0-4 months,1.0,42.0,4.0,2.0,1.0,75.0,Yes,High Risk,Yes,High
Good,63.0,209.0,7.0,92.0,7.0,1.0,1.0,88.0,0-9 months,derogatory comment,derogatory comment,8.0,2.0,25.0,No inquiries,0.0,71.0,1.0,1.0,0.0,100.0,Yes,High Risk,Yes,High
Good,73.0,203.0,8.0,69.0,18.0,0.0,0.0,100.0,No delinquencies,current and never delinquent,current and never delinquent,19.0,6.0,32.0,0-4 months,0.0,64.0,9.5,1.0,2.5,92.0,No,Low Risk,No,High
Good,80.0,173.0,2.0,67.0,35.0,0.0,0.0,100.0,No delinquencies,current and never delinquent,current and never delinquent,36.0,1.0,22.0,10-14 months,0.0,4.0,3.0,2.0,0.0,26.0,No,Low Risk,No,Low
Bad,61.0,264.0,25.5,109.0,30.0,0.0,0.0,97.0,10-19 months,unknown delinquency,30 days delinquent,35.0,0.0,37.0,0-4 months,1.0,86.0,9.5,3.0,2.5,93.0,Yes,High Risk,Yes,High
Good,82.0,306.0,5.0,67.0,18.0,0.0,0.0,100.0,No delinquencies,current and never delinquent,current and never delinquent,19.0,2.0,32.0,0-4 months,1.0,0.0,2.0,4.0,0.0,46.0,No,Low Risk,No,Low
Bad,62.0,78.0,3.0,43.0,22.0,0.0,0.0,100.0,No delinquencies,current and never delinquent,current and never delinquent,24.0,3.0,5.0,No inquiries,5.0,51.0,9.5,2.0,2.5,86.0,No,High Risk,No,High
Good,89.0,284.0,21.0,92.0,16.0,0.0,0.0,100.0,No delinquencies,current and never delinquent,current and never delinquent,16.0,0.0,25.0,10-14 months,0.0,9.0,2.0,2.0,0.0,57.0,No,Low Risk,No,Low
Bad,61.0,169.0,25.5,82.0,10.0,1.0,0.0,72.5,0-9 months,30 days delinquent,60 days delinquent,11.0,0.0,18.0,0-4 months,0.0,85.0,1.0,1.0,1.0,67.0,Yes,High Risk,Yes,High
Good,87.0,263.0,3.0,73.0,21.0,0.0,0.0,100.0,No delinquencies,current and never delinquent,current and never delinquent,21.0,3.0,24.0,5-9 months,0.0,13.0,3.0,2.0,0.0,42.0,No,Low Risk,No,Low
Bad,65.0,159.0,25.5,49.0,11.0,0.0,0.0,91.0,10-19 months,unknown delinquency,30 days delinquent,22.0,0.0,27.0,5-9 months,0.0,52.0,4.0,1.0,1.0,83.0,Yes,High Risk,Yes,High
Bad,92.0,330.0,1.0,119.0,10.0,0.0,0.0,100.0,No delinquencies,current and never delinquent,current and never delinquent,11.0,2.0,9.0,no “hard” inquiries,0.0,1.0,1.0,1.0,0.0,33.0,No,Low Risk,No,Low
Good,58.0,39.0,1.0,27.0,12.0,0.0,0.0,100.0,No delinquencies,current and never delinquent,current and never delinquent,13.0,1.0,54.0,No inquiries,4.0,94.0,3.0,1.0,2.0,80.0,No,High Risk,No,High
Bad,63.0,62.0,6.0,31.0,8.0,0.0,0.0,100.0,No delinquencies,current and never delinquent,current and never delinquent,8.0,2.0,25.0,0-4 months,3.0,91.0,5.0,1.0,1.0,86.0,No,High Risk,No,High
Bad,71.0,191.0,6.0,74.0,33.0,2.0,1.0,91.0,0-9 months,derogatory comment,derogatory comment,35.0,3.0,17.0,0-4 months,2.0,29.0,4.0,2.0,1.0,50.0,Yes,Low Risk,Yes,High
Bad,75.0,206.0,4.0,65.0,15.0,2.0,2.0,88.0,70-79 months,unknown delinquency,derogatory comment,17.0,1.0,53.0,No inquiries,1.0,0.0,0.0,1.0,0.0,33.0,Yes,Low Risk,Yes,Low
Bad,64.0,220.0,4.0,86.0,42.0,1.0,1.0,98.0,10-19 months,derogatory comment,30 days delinquent,45.0,2.0,9.0,0-4 months,2.0,51.0,8.0,1.0,2.5,39.0,Yes,High Risk,Yes,High
Bad,63.0,376.0,6.0,99.0,18.0,0.0,0.0,94.0,0-9 months,30 days delinquent,30 days delinquent,18.0,1.0,22.0,No inquiries,3.0,53.0,8.0,1.0,1.0,100.0,Yes,High Risk,Yes,High
Bad,68.0,190.0,3.0,64.0,13.0,1.0,0.0,72.5,30-39 months,unknown delinquency,60 days delinquent,14.0,2.0,29.0,No inquiries,2.0,37.0,8.0,2.0,0.0,91.0,Yes,High Risk,Yes,High
Bad,64.0,145.0,2.0,54.0,28.0,0.0,0.0,100.0,No delinquencies,current and never delinquent,current and never delinquent,29.0,5.0,66.0,No inquiries,4.0,74.0,5.0,4.0,2.0,82.0,No,High Risk,No,High
Good,82.0,165.0,3.0,61.0,48.0,0.0,0.0,100.0,No delinquencies,current and never delinquent,current and never delinquent,51.0,4.0,47.0,No inquiries,3.0,18.0,3.0,6.0,0.0,75.0,No,Low Risk,No,Low
Bad,67.0,25.0,0.0,9.0,3.0,0.0,0.0,100.0,No delinquencies,current and never delinquent,current and never delinquent,5.0,3.0,60.0,0-4 months,2.0,44.0,1.0,2.0,0.0,75.0,No,High Risk,No,High
Bad,67.0,58.0,4.0,29.0,21.0,0.0,0.0,95.0,30-39 months,unknown delinquency,30 days delinquent,22.0,6.0,50.0,0-4 months,3.0,15.0,3.0,5.0,0.0,73.0,Yes,High Risk,Yes,Low
Good,76.0,170.0,2.0,74.0,33.0,0.0,0.0,100.0,No delinquencies,current and never delinquent,current and never delinquent,34.0,5.0,38.0,10-14 months,1.0,20.0,4.0,4.0,0.0,67.0,No,Low Risk,No,High
Bad,58.0,167.0,7.0,88.0,24.0,2.5,1.0,72.5,10-19 months,unknown delinquency,90 days delinquent,30.0,1.0,57.0,0-4 months,1.0,76.0,6.0,2.0,2.5,100.0,Yes,High Risk,Yes,High
Good,61.0,234.0,5.0,86.0,20.0,0.0,0.0,72.5,0-9 months,30 days delinquent,30 days delinquent,25.0,2.0,68.0,5-9 months,0.0,91.0,3.0,6.0,2.0,82.0,Yes,High Risk,Yes,High
Bad,85.0,162.0,1.0,65.0,24.0,0.0,0.0,100.0,No delinquencies,current and never delinquent,current and never delinquent,27.0,7.5,26.0,0-4 months,4.0,1.0,2.0,1.0,0.0,30.0,No,Low Risk,No,Low
Bad,72.0,118.0,8.0,48.0,19.0,1.0,0.0,95.0,60-69 months,unknown delinquency,60 days delinquent,20.0,1.0,45.0,20+ months,0.0,53.0,5.0,4.0,0.0,100.0,Yes,Low Risk,Yes,High
Good,66.0,221.0,2.0,57.0,33.0,0.0,0.0,100.0,No delinquencies,current and never delinquent,current and never delinquent,37.0,7.0,44.0,0-4 months,4.0,33.0,9.5,3.0,0.0,70.0,No,High Risk,No,High
Good,84.0,204.0,8.0,72.0,16.0,0.0,0.0,100.0,No delinquencies,current and never delinquent,current and never delinquent,17.0,1.0,59.0,0-4 months,0.0,23.0,2.0,2.0,1.0,67.0,No,Low Risk,No,High
Bad,80.0,181.0,9.0,53.0,13.0,0.0,0.0,100.0,No delinquencies,current and never delinquent,current and never delinquent,13.0,1.0,62.0,0-4 months,0.0,44.0,2.0,3.0,0.0,83.0,No,Low Risk,No,High
Bad,61.0,131.0,1.0,44.0,9.0,0.0,0.0,100.0,No delinquencies,current and never delinquent,current and never delinquent,10.0,4.0,40.0,0-4 months,5.0,94.0,5.0,4.0,2.5,100.0,No,High Risk,No,High
Bad,62.0,181.0,6.0,52.0,21.0,0.0,0.0,100.0,No delinquencies,current and never delinquent,current and never delinquent,21.0,2.0,38.0,0-4 months,2.0,81.0,4.0,4.0,2.0,62.0,No,High Risk,No,High
Bad,67.0,43.0,1.0,21.0,9.0,0.0,0.0,100.0,No delinquencies,current and never delinquent,current and never delinquent,11.0,3.0,9.0,0-4 months,2.0,52.0,6.0,2.0,1.0,86.0,No,High Risk,No,High
Good,70.0,320.0,4.0,65.0,31.0,0.0,0.0,100.0,No delinquencies,current and never delinquent,current and never delinquent,28.0,4.0,29.0,No inquiries,4.0,32.0,4.0,3.0,1.0,47.0,No,High Risk,No,High
Good,83.0,158.0,5.0,74.0,19.0,0.0,0.0,100.0,No delinquencies,current and never delinquent,current and never delinquent,19.0,2.0,47.0,5-9 months,0.0,29.0,4.0,2.0,0.0,86.0,No,Low Risk,No,High
Bad,68.0,63.0,1.0,28.0,14.0,0.0,0.0,93.0,30-39 months,unknown delinquency,30 days delinquent,15.0,2.0,53.0,No inquiries,1.0,31.0,1.0,1.0,0.0,50.0,Yes,High Risk,Yes,High
Bad,66.0,121.0,7.0,110.0,27.0,0.0,0.0,100.0,No delinquencies,current and never delinquent,current and never delinquent,17.0,1.0,37.0,No inquiries,0.0,68.0,8.0,2.0,2.5,77.0,No,High Risk,No,High
Good,78.0,112.0,3.0,57.0,39.0,0.0,0.0,100.0,No delinquencies,current and never delinquent,current and never delinquent,41.0,2.0,33.0,0-4 months,3.0,5.0,3.0,3.0,0.0,67.0,No,Low Risk,No,Low
Bad,71.0,237.0,9.0,45.0,24.0,0.0,0.0,100.0,No delinquencies,current and never delinquent,current and never delinquent,50.0,3.0,25.0,No inquiries,3.0,32.0,5.0,4.0,1.0,53.0,No,Low Risk,No,High
Bad,71.0,183.0,1.0,60.0,15.0,0.0,0.0,100.0,No delinquencies,current and never delinquent,current and never delinquent,25.0,4.0,24.0,No inquiries,5.0,41.0,6.0,3.0,2.0,69.0,No,Low Risk,No,High
Bad,82.0,212.0,2.0,111.0,16.0,0.0,0.0,100.0,No delinquencies,current and never delinquent,current and never delinquent,28.0,2.0,56.0,0-4 months,1.0,33.0,4.0,3.0,0.0,88.0,No,Low Risk,No,High
Bad,70.0,180.0,15.0,43.0,18.0,0.0,0.0,89.0,10-19 months,unknown delinquency,30 days delinquent,1.0,0.0,28.0,0-4 months,2.0,21.0,2.0,3.0,0.0,56.0,Yes,High Risk,Yes,High
Bad,73.0,278.0,1.0,87.0,21.0,2.0,2.0,96.0,60-69 months,unknown delinquency,30 days delinquent,25.0,5.0,36.0,0-4 months,2.0,23.0,3.0,3.0,1.0,55.0,Yes,Low Risk,Yes,High
Bad,72.0,78.0,10.0,44.0,12.0,1.0,1.0,92.0,50-59 months,unknown delinquency,120+ days delinquent,13.0,1.0,15.0,0-4 months,0.0,58.0,3.0,1.0,0.0,86.0,Yes,Low Risk,Yes,High
Good,73.0,251.0,3.0,77.0,33.0,0.0,0.0,100.0,No delinquencies,current and never delinquent,current and never delinquent,37.0,3.0,35.0,0-4 months,2.0,20.0,7.0,2.0,2.0,69.0,No,Low Risk,No,High
Bad,66.0,160.0,5.0,60.0,13.0,2.0,2.0,81.0,50-59 months,unknown delinquency,derogatory comment,16.0,3.0,44.0,0-4 months,3.0,56.0,3.0,2.0,1.0,71.0,Yes,High Risk,Yes,High
Bad,62.0,197.0,13.0,81.0,22.0,1.0,1.0,74.0,0-9 months,30 days delinquent,120+ days delinquent,18.0,0.0,22.0,0-4 months,1.0,30.0,4.0,2.0,1.0,50.0,Yes,High Risk,Yes,High
Bad,64.0,168.0,1.0,71.0,22.0,2.0,2.0,96.0,60-69 months,unknown delinquency,derogatory comment,21.0,2.0,33.0,No inquiries,3.0,91.0,2.0,4.0,1.0,100.0,Yes,High Risk,Yes,High
Good,87.0,270.0,15.0,98.0,29.0,0.0,0.0,100.0,No delinquencies,current and never delinquent,current and never delinquent,29.0,0.0,7.0,5-9 months,0.0,0.0,0.0,2.0,0.0,0.5,No,Low Risk,No,Low
Bad,61.0,75.0,11.0,36.0,26.0,1.0,1.0,92.0,20-29 months,unknown delinquency,30 days delinquent,9.0,1.0,35.0,No inquiries,0.0,54.0,9.0,5.0,2.5,83.0,Yes,High Risk,Yes,High
Good,73.0,152.0,2.0,60.0,21.0,0.0,0.0,100.0,No delinquencies,current and never delinquent,current and never delinquent,22.0,1.0,64.0,0-4 months,3.0,61.0,4.0,3.0,1.0,78.0,No,Low Risk,No,High
Good,66.0,454.0,17.0,114.0,15.0,2.5,2.6,72.5,0-9 months,60 days delinquent,derogatory comment,0.0,0.0,42.0,No inquiries,0.0,8.0,3.0,2.0,0.0,83.0,Yes,High Risk,Yes,Low
Good,86.0,192.0,25.0,128.0,17.0,0.0,0.0,100.0,No delinquencies,current and never delinquent,current and never delinquent,17.0,0.0,41.0,No inquiries,0.0,22.0,3.0,1.0,0.0,80.0,No,Low Risk,No,High
Bad,57.0,360.0,6.0,124.0,40.0,2.5,0.0,93.0,0-9 months,60 days delinquent,60 days delinquent,44.0,2.0,25.0,5-9 months,0.0,60.0,9.0,3.0,1.0,86.0,Yes,High Risk,Yes,High
Good,76.0,24.0,8.0,12.0,12.0,0.0,0.0,100.0,No delinquencies,current and never delinquent,current and never delinquent,12.0,7.0,25.0,0-4 months,0.0,9.0,2.0,2.0,0.0,50.0,No,Low Risk,No,Low
Good,73.0,183.0,11.0,87.0,21.0,1.0,1.0,91.0,0-9 months,derogatory comment,derogatory comment,23.0,1.0,43.0,0-4 months,0.0,15.0,4.0,4.0,0.0,69.0,Yes,Low Risk,Yes,Low
Bad,74.0,271.0,4.0,65.0,32.0,0.0,0.0,100.0,No delinquencies,current and never delinquent,current and never delinquent,33.0,7.5,18.0,0-4 months,1.0,18.0,4.0,2.0,1.0,20.0,No,Low Risk,No,Low
Bad,70.0,210.0,20.0,27.0,4.0,0.0,0.0,100.0,No delinquencies,current and never delinquent,current and never delinquent,51.0,0.0,50.0,No inquiries,1.0,102.0,2.0,2.0,1.0,100.0,No,High Risk,No,High
Good,84.0,454.0,16.0,66.0,11.0,0.0,0.0,100.0,No delinquencies,current and never delinquent,current and never delinquent,0.0,0.0,50.0,10-14 months,0.0,4.0,2.0,1.0,0.0,67.0,No,Low Risk,No,Low
Bad,58.0,191.0,2.0,75.0,16.0,2.0,2.0,72.5,0-9 months,30 days delinquent,90 days delinquent,15.0,3.0,62.0,No inquiries,2.0,0.0,1.0,5.0,0.0,55.0,Yes,High Risk,Yes,Low
Good,89.0,286.0,25.5,111.0,19.0,0.0,0.0,100.0,No delinquencies,current and never delinquent,current and never delinquent,19.0,0.0,47.0,no “hard” inquiries,0.0,6.0,1.0,3.0,0.0,63.0,No,Low Risk,No,Low
Bad,62.0,250.0,14.0,139.0,38.0,1.0,0.0,90.0,0-9 months,30 days delinquent,60 days delinquent,41.0,0.0,24.0,No inquiries,0.0,62.0,9.0,1.0,2.5,83.0,Yes,High Risk,Yes,High
Bad,71.0,194.0,3.0,115.0,14.0,2.0,1.0,94.0,0-9 months,60 days delinquent,60 days delinquent,16.0,1.0,31.0,No inquiries,3.0,10.0,1.0,2.0,0.0,50.0,Yes,Low Risk,Yes,Low
Bad,55.0,62.0,3.0,32.0,16.0,0.0,0.0,88.0,0-9 months,30 days delinquent,30 days delinquent,16.0,2.0,44.0,0-4 months,5.0,46.0,5.0,3.0,1.0,100.0,Yes,High Risk,Yes,High
Good,55.0,248.0,15.0,62.0,19.0,2.0,1.0,86.0,0-9 months,derogatory comment,60 days delinquent,22.0,0.0,64.0,0-4 months,2.0,8.0,1.0,2.0,0.0,75.0,Yes,High Risk,Yes,Low
Bad,79.0,104.0,25.5,71.0,2.0,0.0,0.0,100.0,No delinquencies,current and never delinquent,current and never delinquent,3.0,0.0,0.0,0-4 months,0.0,21.0,1.0,2.0,1.0,100.0,No,Low Risk,No,High
Bad,68.0,213.0,1.0,96.0,31.0,0.0,0.0,100.0,No delinquencies,current and never delinquent,current and never delinquent,33.0,2.0,18.0,0-4 months,3.0,81.0,9.5,2.0,2.5,95.0,No,High Risk,No,High
Good,79.0,71.0,3.0,33.0,12.0,0.0,0.0,100.0,No delinquencies,current and never delinquent,current and never delinquent,12.0,3.0,25.0,10-14 months,0.0,11.0,3.0,2.0,0.0,56.0,No,Low Risk,No,Low
Bad,65.0,77.0,13.0,52.0,11.0,2.5,2.6,83.0,40-49 months,unknown delinquency,90 days delinquent,14.0,0.0,58.0,0-4 months,0.0,71.0,2.0,1.0,2.0,60.0,Yes,High Risk,Yes,High
